company_name,company_rating,industry,size,type,years_old,location
Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Indore
Hathway,3.7,Broadcasting,501-1k Employees,,65,Indore
Case New-Holland Construction Equipment India,4.1,Industrial Machinery,51-200 Employees,,182,Indore
Pushp Brand Spices,4.0,,51-200 Employees,,,Indore
Plantix Agritech,4.0,IT Services & Consulting,,,9,Indore
Torrent Pharmaceuticals,4.0,Pharma,10k-50k Employees,Public,53,Indore
Adani Wilmar,4.2,FMCG,1k-5k Employees,Public,25,Indore
K Tek Resourcing,3.3,IT Services & Consulting,201-500 Employees,,,Indore
Symbiosis University of Applied Sciences,3.8,Education & Training,51-200 Employees,,,Indore
Axis Direct,3.9,Financial Services,1k-5k Employees,,13,Indore
Vistaar Finance,4.2,NBFC,1k-5k Employees,,14,Indore
I Process Services,3.9,Recruitment,1k-5k Employees,,19,Indore
Persistent Systems,3.8,IT Services & Consulting,10k-50k Employees,Public,34,Indore
Lotus Electronics,4.7,Consumer Electronics & Appliances,201-500 Employees (Global),Public,24,Indore
KENT RO Systems,4.1,Consumer Electronics & Appliances,1k-5k Employees,,25,Indore
Indus Towers,4.0,Telecom,1k-5k Employees,Fortune India 500,17,Indore
GATI-KWE,4.0,Logistics,1k-5k Employees,,12,Indore
Shoppers Stop,4.1,Retail,5k-10k Employees,Public,33,Indore
HotWax Systems,2.8,IT Services & Consulting,51-200 Employees,,,Indore
LG Electronics,4.1,Consumer Electronics & Appliances,1k-5k Employees,Public,66,Indore
Future Group,4.3,Retail,10k-50k Employees,Conglomerate,11,Indore
Innovsource Services,4.0,Recruitment,1k-5k Employees,,20,Indore
Star Health & Allied Insurance,3.9,Insurance,10k-50k Employees,Fortune India 500,18,Indore
JIE LIAN MOBILE INDIA,4.0,,,,,Indore
Vedang Cellular Services,4.0,Telecom,1k-5k Employees,,14,Indore
Safexpress,4.1,Logistics,1k-5k Employees,Conglomerate,27,Indore
Kriti Nutrients,4.4,Agro Chemicals,501-1k Employees,Public,28,Indore
Laxyo Energy,4.1,Power,501-1k Employees,,17,Indore
SAGE UNIVERSITY,4.0,Education & Training,,,,Indore
Extramarks Education,3.5,EdTech,1k-5k Employees,,17,Indore
FORTUNE SHAPERS,4.4,Recruitment,11-50 Employees,,,Indore
ClassMonitor,3.5,Internet,51-200 Employees,Startup,8,Indore
Diaspark Infotech,4.5,IT Services & Consulting,201-500 Employees,,29,Indore
Aditya Birla Sun Life Insurance,4.2,Insurance,10k-50k Employees,,24,Indore
Gyanohm Learning,3.3,EdTech,51-200 Employees,,5,Indore
Software Galaxy Systems,3.4,,,,,Indore
SYSKA LED Lights,2.9,Consumer Electronics & Appliances,1k-5k Employees (Global),Startup,12,Indore
Lifestyle,4.4,Retail,10k-50k Employees,Fortune India 500,25,Indore
Bajaj Allianz General Insurance,4.0,Insurance,5k-10k Employees,,,Indore
John Deere,4.3,Industrial Machinery,5k-10k Employees,Fortune India 500,23,Indore
Altis Industries,3.7,Industrial Machinery,201-500 Employees,,,Indore
Siya Tech Ventures,3.6,IT Services & Consulting,51-200 Employees (Global),,8,Indore
Marriott International,4.3,Hospitality,10k-50k Employees,Forbes Global 2000,97,Indore
eNoah iSolution,3.9,IT Services & Consulting,1k-5k Employees,,19,Indore
Ecom Express,4.0,Logistics,10k-50k Employees,,12,Indore
Swiggy,3.9,Internet,5k-10k Employees,Indian Unicorn,10,Indore
TVS Supply Chain Solutions,4.0,Logistics,1k-5k Employees,,128,Indore
Mahindra Finance,4.3,NBFC,10k-50k Employees,Public,33,Indore
Kimirica Hunter International,4.2,Retail,,,7,Indore
Softude,3.3,IT Services & Consulting,201-500 Employees,,19,Indore
Kotak Mahindara Life Insurance,3.9,Insurance,10k-50k Employees,Public,23,Indore
Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Indore
Ericsson,4.3,Telecom,10k-50k Employees,Forbes Global 2000,148,Indore
Bajaj Electricals,4.1,Consumer Electronics & Appliances,1k-5k Employees,Public,86,Indore
Piramal Pharma,4.0,Pharma,1k-5k Employees,Public,36,Indore
Synsoft Global,4.0,IT Services & Consulting,11-50 Employees,,22,Indore
AiTrillion,3.3,,,,,Indore
47Billion,3.6,IT Services & Consulting,51-200 Employees (Global),,10,Indore
Aplite Infosolution,4.7,,,,12,Indore
Ignatiuz Software,4.0,IT Services & Consulting,51-200 Employees (Global),,12,Indore
Reliance SMSL,4.0,BPO,1k-5k Employees,Public,17,Indore
Ajanta Pharma,4.1,Pharma,5k-10k Employees,Public,51,Indore
Empower Integrated Solutions,3.7,IT Services & Consulting,51-200 Employees,,28,Indore
Voltas,4.1,Consumer Electronics & Appliances,1k-5k Employees,Public,70,Indore
Reliance Digital,4.2,Retail,5k-10k Employees,,17,Indore
Zehntech Technologies,3.6,IT Services & Consulting,51-200 Employees,,11,Indore
SK Finance Limited,4.1,NBFC,10k-50k Employees,Public,30,Indore
Maxsource Technologies,4.3,IT Services & Consulting,51-200 Employees,,11,Indore
SBI Securities,3.9,Financial Services,5k-10k Employees,,18,Indore
INDO TOOLING,4.2,Industrial Machinery,11-50 Employees,,,Indore
Kohinoor Elastics,3.7,,201-500 Employees,,38,Indore
Guruji Products,3.5,Food Processing,51-200 Employees,,,Indore
DigiGrains,3.5,,51-200 Employees,,9,Indore
Select Brands International Private Limited,3.9,Retail,11-50 Employees,,6,Indore
DISH TV,3.6,Broadcasting,201-500 Employees,Public,21,Indore
Tata Play,4.0,Broadcasting,5k-10k Employees,Public,18,Indore
Kotak Securities,3.7,Financial Services,5k-10k Employees,Conglomerate,30,Indore
Bridgestone India Automotive Products,4.3,Auto Components,1k-5k Employees,,28,Indore
B.R. Goyal Infrastructure,4.1,Real Estate,51-200 Employees,,38,Indore
T.v. Sundram Iyengar & Sons,4.2,Automobile,1k-5k Employees,,113,Indore
Tikona Infinet,3.7,Telecom,1k-5k Employees,,16,Indore
Maruti Suzuki,4.2,Automobile,10k-50k Employees,Public,43,Indore
Nenosystems Consulting Services,4.7,IT Services & Consulting,51-200 Employees,,17,Indore
Apex Structure,4.0,,51-200 Employees,,,Indore
ACG Associated Capsules,4.1,Pharma,1k-5k Employees,,63,Indore
L&T Finance,4.0,NBFC,10k-50k Employees,Public,30,Indore
JustDial,3.6,Internet,10k-50k Employees,Public,28,Indore
Myntra,4.0,Internet,1k-5k Employees,,17,Indore
Ripples Advisory,3.1,Financial Services,51-200 Employees,,9,Indore
Khaitan Chemicals & Fertilizers,4.1,Agro Chemicals,1k-5k Employees,,37,Indore
TagX,4.5,BPO,51-200 Employees,,4,Indore
ZF Steering Gear,3.8,Auto Components,501-1k Employees,Public,109,Indore
Yuvasoft Solutions,3.8,,,,,Indore
XL Dynamics,3.2,IT Services & Consulting,1k-5k Employees,,22,Indore
State Bank of India,3.9,Banking,1 Lakh+ Employees,Fortune India 500,218,Indore
MMC Infotech Services,3.5,IT Services & Consulting,201-500 Employees,,34,Indore
Chartered Speed,3.5,Urban Transport,201-500 Employees,,17,Indore
IIFL SAMASTA,4.1,NBFC,10k-50k Employees,,,Indore
Chameli Devi Group of Institutions,3.8,Financial Services,51-200 Employees,,18,Indore
Anik Milk Products,4.2,,51-200 Employees,,59,Indore
Ocean Motors,4.8,Automobile,51-200 Employees,,,Indore
PharmEasy,3.7,Internet,1k-5k Employees,Indian Unicorn,9,Indore
HDFC Ergo General Insurance,4.0,Insurance,10k-50k Employees,Public,22,Indore
PNB MetLife,3.5,Insurance,5k-10k Employees,Conglomerate,23,Indore
ElasticRun,3.4,Logistics,1k-5k Employees,Indian Unicorn,8,Indore
Randstad,3.9,Recruitment,5k-10k Employees,Conglomerate,32,Indore
CDN Software Solutions,3.5,IT Services & Consulting,51-200 Employees,,24,Indore
Eagle Seeds & Biotech,4.3,Biotechnology,51-200 Employees,Public,42,Indore
V. Infotech,2.8,IT Services & Consulting,51-200 Employees,,25,Indore
Developer Bazaar Technologies,4.0,,11-50 Employees,,,Indore
UpSale Suite,2.3,,,,4,Indore
Medilux Laboratories,4.0,Pharma,201-500 Employees,,36,Indore
Indian Army,4.7,Defence & Aerospace,1 Lakh+ Employees,Public,129,Indore
Ashok Leyland,4.1,Automobile,5k-10k Employees,Public,76,Indore
Ekart Logistics,4.1,Logistics,1k-5k Employees,,15,Indore
Rama Phosphates,4.1,Agro Chemicals,501-1k Employees,Public,,Indore
Surin Automotive,3.7,Auto Components,501-1k Employees,,50,Indore
Oswal Computer & Consultants,4.0,Legal,11-50 Employees,,,Indore
Polycab Wires,4.1,Electrical Equipment,1k-5k Employees,Fortune India 500,28,Indore
Dhanuka Agritech,3.9,Agro Chemicals,1k-5k Employees,Public,42,Indore
IMA-PG,4.0,Medical Equipment,201-500 Employees,,63,Indore
Varroc Polymers,3.9,Auto Components,201-500 Employees,,29,Indore
Bharat Petroleum,4.2,Oil & Gas,5k-10k Employees,Fortune India 500,72,Indore
Research Panel Investment Advisers,3.7,Financial Services,,,,Indore
ICICI Securities,3.8,Financial Services,1k-5k Employees,Public,29,Indore
Capital Constructions,3.3,,51-200 Employees,,38,Indore
Gmmco,4.2,Industrial Machinery,1k-5k Employees,,57,Indore
Sai Machine Tools,3.6,Industrial Machinery,51-200 Employees,,,Indore
Qubited,4.8,IT Services & Consulting,51-200 Employees,,4,Indore
Treasure Group,3.7,,,,,Indore
SBI Life Insurance Company,3.9,Insurance,10k-50k Employees,,23,Indore
Tata Motors Finance,4.2,NBFC,1k-5k Employees,Conglomerate,67,Indore
Deccan sales and Service,4.4,Facility Management Services,51-200 Employees,,28,Indore
Tata Teleservices,4.1,Telecom,201-500 Employees,Public,28,Indore
Life Care Logistic,3.9,,51-200 Employees,,26,Indore
Exide Industries,3.6,Auto Components,5k-10k Employees,Public,77,Indore
JMC Projects,4.2,Engineering & Construction,1k-5k Employees,Public,42,Indore
Shriram Life Insurance,3.8,Insurance,1k-5k Employees,Conglomerate,19,Indore
PD Agrawal Infrastructure,3.9,Engineering & Construction,501-1k Employees,,,Indore
Hiteshi Technologies,3.4,IT Services & Consulting,51-200 Employees,,18,Indore
Indore Institute of Science & Technology,3.9,Education & Training,501-1k Employees,,,Indore
Techsolvo,4.3,IT Services & Consulting,11-50 Employees,,5,Indore
BLSD Labs,4.4,,,,,Indore
Aditya Birla Group,4.1,Building Material,1 Lakh+ Employees,Conglomerate,167,Indore
NGRT Systems Private Limited,3.3,Retail,201-500 Employees,,14,Indore
Eclat Infotech,3.9,IT Services & Consulting,51-200 Employees,,17,Indore
Twenty First Century Techno Products,4.0,Furniture & Furnishing,201-500 Employees,,,Indore
Sonic Biochem Extractions,3.9,Food Processing,201-500 Employees,,27,Indore
Aditya Birla Capital,4.0,Financial Services,10k-50k Employees,Public,7,Indore
DigiValet,2.2,IT Services & Consulting,51-200 Employees,,,Indore
Kansai Nerolac Paints,3.9,Chemicals,1k-5k Employees,Public,104,Indore
Railworld India,4.2,,,,,Indore
SoftGrid Computers,4.7,IT Services & Consulting,11-50 Employees,,14,Indore
Kunal Structure,3.8,Real Estate,201-500 Employees,,18,Indore
InfoCentroid Software Solutions,4.0,IT Services & Consulting,51-200 Employees,,,Indore
Himalaya Wellness,4.2,Pharma,5k-10k Employees,,94,Indore
Intellicus Technologies,3.5,IT Services & Consulting,51-200 Employees,,9,Indore
Aadhar Housing Finance,4.1,Financial Services,1k-5k Employees,,14,Indore
Mahindra Rural Housing Finance,4.1,NBFC,10k-50k Employees,Public,17,Indore
SBFC Finance,3.8,NBFC,1k-5k Employees,,7,Indore
MAS Financial Services,3.7,Financial Services,1k-5k Employees,Public,29,Indore
Associated Alcohols & Breweries,4.0,Beverage,201-500 Employees,,,Indore
Tata Group,4.3,IT Services & Consulting,1 Lakh+ Employees,Conglomerate,156,Indore
Wonder Cement,4.2,Building Material,1k-5k Employees,Fortune India 500,14,Indore
Sysnet Global Technologies,3.7,IT Services & Consulting,1k-5k Employees,,25,Indore
Ksolves India Limited,2.8,IT Services & Consulting,201-500 Employees,Public,12,Indore
DCB Bank,3.9,Banking,5k-10k Employees,Fortune India 500,94,Indore
PNB Housing Finance,3.9,Financial Services,1k-5k Employees,Public,36,Indore
Methodex,3.9,Law Enforcement & Security,1k-5k Employees,,64,Indore
Shree Tirupati Balajee Agro Trading,3.2,,501-1k Employees (Global),,,Indore
Surtel Technologies,3.3,IT Services & Consulting,11-50 Employees,,24,Indore
Engineer Master Solutions,3.6,Engineering & Construction,51-200 Employees,,,Indore
LinuxBean Solutions,4.4,IT Services & Consulting,51-200 Employees,,12,Indore
Charisma Organization,4.5,Marketing & Advertising,11-50 Employees,,,Indore
JC Ventures,3.3,IT Services & Consulting,11-50 Employees,,7,Indore
Shri Vaishnav Vidyapeeth Vishwavidyalaya,3.7,Education & Training,201-500 Employees,,,Indore
Vishesh Jupiter Hospital,4.8,,,,,Indore
Mactosys Software Solution,3.9,,51-200 Employees,,10,Indore
Genesis Technologies,4.4,IT Services & Consulting,51-200 Employees,,13,Indore
Five Exceptions Software Solutions,4.4,Software Product,51-200 Employees,,,Indore
Oriental University,3.9,Education & Training,51-200 Employees,,13,Indore
Varthana,4.4,Financial Services,501-1k Employees,,11,Indore
Cummins Turbo Technologies,4.2,,10k-50k Employees,,,Indore
Bhopal Motors,4.2,,51-200 Employees,,73,Indore
Airvincible,3.9,,1-10 Employees,,,Indore
Belrise Industries,3.8,Auto Components,10k-50k Employees,,28,Indore
Simplex Metal Processors,3.8,Metals & Mining,,,13,Indore
Bajaj Housing Finance,3.8,NBFC,1k-5k Employees,,16,Indore
Raksha TPA,4.1,Insurance,201-500 Employees,,22,Indore
Akzo Nobel India,4.2,Chemicals,1k-5k Employees,Public,85,Indore
TVS Motor,4.1,Automobile,5k-10k Employees,Public,45,Indore
Home First Finance Company India,3.9,Financial Services,501-1k Employees,,14,Indore
Kach Motors,3.8,Auto Components,11-50 Employees,,28,Indore
APPLE HOSPITAL,4.0,Healthcare,,,,Indore
Vakrangee,3.7,BPO,1k-5k Employees,Public,34,Indore
Motherson Sumi Wiring,4.0,Building Material,,Fortune India 500,,Indore
Thoughtwin IT Solutions,4.0,,,,,Indore
HDFC Securities,3.7,Financial Services,1k-5k Employees,Public,24,Indore
CenturyPly,4.0,Furniture & Furnishing,1k-5k Employees,Public,38,Indore
Sony,4.3,Consumer Electronics & Appliances,1k-5k Employees,Public,30,Indore
Acropolis Institute of Technology & Research,4.3,Education & Training,51-200 Employees,,19,Indore
OT Solutions,3.7,,,,,Indore
Capital Height,4.7,,,,,Indore
Ondoor Concepts,4.0,Internet,51-200 Employees,Startup,10,Indore
Govindah Nutrition,4.1,,,,,Indore
Shrimahaveer Home Furnish Expo,4.5,,201-500 Employees,,,Indore
Ola Cabs,3.5,Internet,1k-5k Employees,Indian Unicorn,14,Indore
Blue Dart Express,4.1,Logistics,10k-50k Employees,Public,41,Indore
IIM Indore,3.7,,,,,Indore
Mehta And Associates,3.7,Architecture & Interior Design,51-200 Employees,,33,Indore
Sagar Cements,4.3,Building Material,1k-5k Employees,Public,39,Indore
Prama Hikvision India,3.7,Electronics Manufacturing,201-500 Employees,,15,Indore
Aditya Birla Finance,3.9,NBFC,1k-5k Employees,,12,Indore
Amazon Transportation Services,4.1,Logistics,1k-5k Employees,,12,Indore
Sanghvi Foods,3.6,Food Processing,501-1k Employees,,37,Indore
Metalman Auto,4.1,Auto Components,1k-5k Employees,,38,Indore
Pride Distributors,3.9,Logistics,501-1k Employees,,14,Indore
India Shelter Finance Corporation,4.1,NBFC,1k-5k Employees,,14,Indore
GANIT STAR ENGINEERING,4.4,,51-200 Employees,,,Indore
Zydus Lifesciences,4.2,Pharma,10k-50k Employees,Public,72,Indore
Indira Securities,3.8,Financial Services,51-200 Employees,,37,Indore
Motilal Oswal Financial Services,3.8,Financial Services,10k-50k Employees,Public,37,Indore
Trent,4.1,Retail,10k-50k Employees,Public,26,Indore
Max Fashion,4.2,Retail,10k-50k Employees,,10,Indore
Spm Autocomp,3.7,Auto Components,51-200 Employees,,29,Indore
Care Health Insurance,3.8,Internet,5k-10k Employees,Public,12,Indore
PhonePe,4.1,FinTech,5k-10k Employees,Indian Unicorn,9,Indore
Money Maker Research,2.4,Financial Services,201-500 Employees (Global),,14,Indore
SAPPHIRE MANAGEMENT CONSULTANCY,4.1,Recruitment,51-200 Employees,,,Indore
Maven Cluster Software,2.9,IT Services & Consulting,11-50 Employees,,15,Indore
Catalyser Eduventures,3.8,EdTech,1-10 Employees,,19,Indore
Shri Ram Centennial School,4.1,Education & Training,51-200 Employees,,,Indore
Webvillee Technology,3.5,,,,,Indore
Naidunia Media,4.3,,1k-5k Employees,,49,Indore
Essjay Ericsson,4.2,Recruitment,1k-5k Employees,,53,Indore
Ivrcl Infrastructures & Projects,4.3,Engineering & Construction,1k-5k Employees,Public,37,Indore
Softops Technologies,3.9,,,,,Indore
ewebworld,4.9,IT Services & Consulting,11-50 Employees,,,Indore
Parkhya Solutions,4.2,IT Services & Consulting,11-50 Employees,,19,Indore
Shubham Housing Development Finance,4.0,NBFC,1k-5k Employees,,14,Indore
Reliance Nippon Life Insurance,3.9,Insurance,10k-50k Employees,,24,Indore
Dhoot Transmission,3.7,Power,201-500 Employees,,26,Indore
Medlife,3.7,Internet,1k-5k Employees,Startup,10,Indore
Standard Chartered,3.9,Banking,10k-50k Employees,Fortune India 500,171,Indore
Chapter247 Infotech,3.7,IT Services & Consulting,51-200 Employees,,12,Indore
Toppr,3.4,EdTech,1k-5k Employees,Startup,11,Indore
Modern Laboratories,4.5,,51-200 Employees,,,Indore
Girnar Care,3.4,BPO,1k-5k Employees,,,Indore
Laxmi Civil Engineering Services,4.3,Engineering & Construction,201-500 Employees,,24,Indore
Vishal Mega Mart,3.9,Retail,10k-50k Employees,,16,Indore
Advantal Technologies,3.4,IT Services & Consulting,51-200 Employees (Global),,14,Indore
EKI Energy Services,3.8,Power,51-200 Employees,,,Indore
CubexO Software Solutions,2.5,,,,,Indore
Nuvoco Vistas,4.2,Building Material,1k-5k Employees,Fortune India 500,25,Indore
Somya Vehicles,4.3,Automobile,51-200 Employees,,,Indore
BlueWebSpark,4.1,IT Services & Consulting,11-50 Employees,,12,Indore
Delhi International School,3.9,Education & Training,51-200 Employees,,21,Indore
Shaktiman Tirth Agro Technology,4.2,Industrial Machinery,1k-5k Employees,,27,Indore
Dr. Reddy's,4.2,Pharma,10k-50k Employees,Public,40,Indore
Domino's Pizza,4.0,Hospitality,1k-5k Employees,Public,64,Indore
Lenskart,3.3,Internet,5k-10k Employees,Indian Unicorn,14,Indore
The Red Maple Mashal,4.6,,1-10 Employees,,,Indore
Golden Eagle IT Technologies,4.3,IT Services & Consulting,51-200 Employees,,12,Indore
Brilliant Convention Centre,3.7,,,,,Indore
IIT Indore,4.4,Education & Training,501-1k Employees,Public,15,Indore
IBR Infotech,4.7,,11-50 Employees (Global),,,Indore
Eminence Square,4.8,Software Product,11-50 Employees,,,Indore
Orion Market Research,4.4,,,,,Indore
Ahead Industries,4.7,,,,,Indore
Paskola Value Management Consultant,3.1,Financial Services,11-50 Employees,,,Indore
Tracknovate Mobile Resource Management,3.1,,,,,Indore
Datapure Technologies,3.5,,5k-10k Employees,,,Indore
Pepcus Software Services,4.6,IT Services & Consulting,11-50 Employees (Global),,11,Indore
Capitalvia Global Research Company,4.2,,,,,Indore
Yusen Logistics,4.2,Logistics,501-1k Employees,,69,Indore
Eveready Industries,4.0,Consumer Electronics & Appliances,1k-5k Employees,Public,90,Indore
Centum Learning,3.8,Education & Training,1k-5k Employees,,17,Indore
LNCT Group of Colleges,4.0,Education & Training,51-200 Employees,,25,Indore
Imast Operations,3.0,Marketing & Advertising,51-200 Employees,,8,Indore
Patanjali Ayurved,3.2,FMCG,1k-5k Employees,Fortune India 500,18,Indore
Wuerth,3.9,Industrial Machinery,1k-5k Employees,,30,Indore
Panasonic,4.1,Consumer Electronics & Appliances,1k-5k Employees,Forbes Global 2000,106,Indore
Es Infraserve,3.9,,51-200 Employees,,12,Indore
Quazma Techno Solutions,4.4,IT Services & Consulting,11-50 Employees,,10,Indore
Telemart Shopping Network,4.2,Marketing & Advertising,501-1k Employees (Global),,,Indore
Tanishq,4.5,Jewellery,5k-10k Employees,,30,Indore
ICICI Home Finance,3.8,NBFC,1k-5k Employees,,25,Indore
Enewcleus,4.2,,,,9,Indore
Utkarsh Small Finance Bank,3.9,Banking,10k-50k Employees,Public,15,Indore
Orient Electric,4.0,Consumer Electronics & Appliances,501-1k Employees,Public,70,Indore
iNurture Education Solutions,2.6,EdTech,501-1k Employees,,19,Indore
Caparo Engineering India,4.0,Auto Components,51-200 Employees,,56,Indore
Metal Profiles,2.7,Financial Services,,,,Indore
Ypsilon IT Solutions,3.4,Financial Services,11-50 Employees,,,Indore
